,지역,처리방식,종류,세부종류,소계,재활용,소각,매립,기타
272,대전,종량제방식 등 혼합배출,기타(배출불명등),소계,0.0,0.0,0.0,0.0,0.0
273,대전,재활용 가능자원 분리배출,소계,소계,104481.4,96760.0,0.0,7721.4,0.0
274,대전,재활용 가능자원 분리배출,폐지류,종이팩,87.4,87.4,0.0,0.0,0.0
275,대전,재활용 가능자원 분리배출,폐지류,기타,26365.3,26365.3,0.0,0.0,0.0
276,대전,재활용 가능자원 분리배출,고철류,소계,1635.6,1635.6,0.0,0.0,0.0
277,대전,재활용 가능자원 분리배출,금속캔,소계,3371.8,3371.8,0.0,0.0,0.0
278,대전,재활용 가능자원 분리배출,폐합성수지류,비닐류,17004.9,17004.9,0.0,0.0,0.0
279,대전,재활용 가능자원 분리배출,폐합성수지류,발포수지류,2193.8,2193.8,0.0,0.0,0.0
280,대전,재활용 가능자원 분리배출,폐합성수지류,PET병,4815.4,4815.4,0.0,0.0,0.0
281,대전,재활용 가능자원 분리배출,폐합성수지류,기타,12956.3,12956.3,0.0,0.0,0.0
282,대전,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
283,대전,재활용 가능자원 분리배출,폐유리병류,소계,6770.4,6770.4,0.0,0.0,0.0
284,대전,재활용 가능자원 분리배출,폐의류,소계,2263.0,2263.0,0.0,0.0,0.0
285,대전,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
286,대전,재활용 가능자원 분리배출,조명폐기물,조명폐기물,220.6,220.6,0.0,0.0,0.0
287,대전,재활용 가능자원 분리배출,폐전지류,소계,149.9,149.9,0.0,0.0,0.0
288,대전,재활용 가능자원 분리배출,영농폐기물,농약용기류,6.9,6.9,0.0,0.0,0.0
289,대전,재활용 가능자원 분리배출,영농폐기물,폐비닐,377.5,377.5,0.0,0.0,0.0
290,대전,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
291,대전,재활용 가능자원 분리배출,폐전기전자제품,소계,359.0,359.0,0.0,0.0,0.0
292,대전,재활용 가능자원 분리배출,폐가구류,소계,0.0,0.0,0.0,0.0,0.0
293,대전,재활용 가능자원 분리배출,기타,소계,341.3,341.3,0.0,0.0,0.0
294,대전,재활용 가능자원 분리배출,재활용 잔재물,소계,25562.3,17840.9,0.0,7721.4,0.0
295,대전,음식물류 폐기물 분리배출,소계,소계,150698.7,150698.7,0.0,0.0,0.0
296,울산,합계,소계,소계,368680.6,164760.6,160021.9,43898.1,0.0
297,울산,종량제방식 등 혼합배출,소계,소계,195448.3,0.0,151550.2,43898.1,0.0
298,울산,종량제방식 등 혼합배출,가연성,소계,143537.5,0.0,143537.5,0.0,0.0
299,울산,종량제방식 등 혼합배출,가연성,폐지류,32845.3,0.0,32845.3,0.0,0.0
300,울산,종량제방식 등 혼합배출,가연성,폐합성수지류,28830.2,0.0,28830.2,0.0,0.0
301,울산,종량제방식 등 혼합배출,가연성,폐고무류,1068.6,0.0,1068.6,0.0,0.0
302,울산,종량제방식 등 혼합배출,가연성,폐섬유류,6680.1,0.0,6680.1,0.0,0.0
303,울산,종량제방식 등 혼합배출,가연성,음식물류 폐기물,9346.7,0.0,9346.7,0.0,0.0
304,울산,종량제방식 등 혼합배출,가연성,폐목재류,3784.5,0.0,3784.5,0.0,0.0
305,울산,종량제방식 등 혼합배출,가연성,기타,60982.1,0.0,60982.1,0.0,0.0
306,울산,종량제방식 등 혼합배출,불연성,소계,26685.7,0.0,6161.8,20523.9,0.0
307,울산,종량제방식 등 혼합배출,불연성,폐금속류,3454.6,0.0,1488.5,1966.1,0.0
308,울산,종량제방식 등 혼합배출,불연성,폐유리류,5077.2,0.0,2200.9,2876.3,0.0
309,울산,종량제방식 등 혼합배출,불연성,폐토사류,1436.2,0.0,250.6,1185.6,0.0
310,울산,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,359.6,0.0,155.4,204.2,0.0
311,울산,종량제방식 등 혼합배출,불연성,연탄재,18.5,0.0,9.2,9.3,0.0
312,울산,종량제방식 등 혼합배출,불연성,기타,16339.6,0.0,2057.2,14282.4,0.0
313,울산,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),19650.2,0.0,1799.4,17850.8,0.0
314,울산,종량제방식 등 혼합배출,기타(배출불명등),소계,5574.9,0.0,51.5,5523.4,0.0
315,울산,재활용 가능자원 분리배출,소계,소계,72676.8,64811.8,7865.0,0.0,0.0
316,울산,재활용 가능자원 분리배출,폐지류,종이팩,164.9,164.9,0.0,0.0,0.0
317,울산,재활용 가능자원 분리배출,폐지류,기타,29157.6,29157.6,0.0,0.0,0.0
318,울산,재활용 가능자원 분리배출,고철류,소계,1304.8,1304.8,0.0,0.0,0.0
319,울산,재활용 가능자원 분리배출,금속캔,소계,1475.6,1475.6,0.0,0.0,0.0
320,울산,재활용 가능자원 분리배출,폐합성수지류,비닐류,6455.5,6455.5,0.0,0.0,0.0
321,울산,재활용 가능자원 분리배출,폐합성수지류,발포수지류,764.1,764.1,0.0,0.0,0.0
322,울산,재활용 가능자원 분리배출,폐합성수지류,PET병,3253.7,3253.7,0.0,0.0,0.0
323,울산,재활용 가능자원 분리배출,폐합성수지류,기타,6166.1,6166.1,0.0,0.0,0.0
324,울산,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
325,울산,재활용 가능자원 분리배출,폐유리병류,소계,5490.1,5490.1,0.0,0.0,0.0
326,울산,재활용 가능자원 분리배출,폐의류,소계,2395.5,2395.5,0.0,0.0,0.0
327,울산,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
328,울산,재활용 가능자원 분리배출,조명폐기물,조명폐기물,109.5,109.5,0.0,0.0,0.0
329,울산,재활용 가능자원 분리배출,폐전지류,소계,93.0,93.0,0.0,0.0,0.0
330,울산,재활용 가능자원 분리배출,영농폐기물,농약용기류,7.9,7.9,0.0,0.0,0.0
331,울산,재활용 가능자원 분리배출,영농폐기물,폐비닐,709.3,709.3,0.0,0.0,0.0
332,울산,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
333,울산,재활용 가능자원 분리배출,폐전기전자제품,소계,4722.0,4722.0,0.0,0.0,0.0
334,울산,재활용 가능자원 분리배출,폐가구류,소계,0.0,0.0,0.0,0.0,0.0
335,울산,재활용 가능자원 분리배출,기타,소계,1340.2,1340.2,0.0,0.0,0.0
336,울산,재활용 가능자원 분리배출,재활용 잔재물,소계,9067.0,1202.0,7865.0,0.0,0.0
337,울산,음식물류 폐기물 분리배출,소계,소계,100555.5,99948.8,606.7,0.0,0.0
338,세종,합계,소계,소계,105920.0,51984.7,49056.4,2474.0,2404.9
339,세종,종량제방식 등 혼합배출,소계,소계,60679.4,7690.1,48110.4,2474.0,2404.9
340,세종,종량제방식 등 혼합배출,가연성,소계,56346.8,7141.0,44675.2,2297.4,2233.2
341,세종,종량제방식 등 혼합배출,가연성,폐지류,17675.9,2240.1,14014.5,720.7,700.6
342,세종,종량제방식 등 혼합배출,가연성,폐합성수지류,13719.6,1738.7,10877.7,559.4,543.8
343,세종,종량제방식 등 혼합배출,가연성,폐고무류,631.1,80.0,500.4,25.7,25.0
344,세종,종량제방식 등 혼합배출,가연성,폐섬유류,2524.2,319.9,2001.4,102.9,100.0
345,세종,종량제방식 등 혼합배출,가연성,음식물류 폐기물,3361.7,426.1,2665.3,137.1,133.2
346,세종,종량제방식 등 혼합배출,가연성,폐목재류,1310.6,166.1,1039.2,53.4,51.9
347,세종,종량제방식 등 혼합배출,가연성,기타,17123.7,2170.1,13576.7,698.2,678.7
348,세종,종량제방식 등 혼합배출,불연성,소계,4332.6,549.1,3435.2,176.6,171.7
349,세종,종량제방식 등 혼합배출,불연성,폐금속류,1219.6,154.6,967.0,49.7,48.3
350,세종,종량제방식 등 혼합배출,불연성,폐유리류,1978.2,250.7,1568.4,80.7,78.4
351,세종,종량제방식 등 혼합배출,불연성,폐토사류,121.3,15.4,96.2,4.9,4.8
352,세종,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,78.9,10.0,62.6,3.2,3.1
353,세종,종량제방식 등 혼합배출,불연성,연탄재,412.7,52.3,327.2,16.8,16.4
354,세종,종량제방식 등 혼합배출,불연성,기타,521.9,66.1,413.8,21.3,20.7
355,세종,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),0.0,0.0,0.0,0.0,0.0
356,세종,종량제방식 등 혼합배출,기타(배출불명등),소계,0.0,0.0,0.0,0.0,0.0
357,세종,재활용 가능자원 분리배출,소계,소계,29153.0,28207.0,946.0,0.0,0.0
358,세종,재활용 가능자원 분리배출,폐지류,종이팩,130.1,130.1,0.0,0.0,0.0
359,세종,재활용 가능자원 분리배출,폐지류,기타,13221.5,13221.5,0.0,0.0,0.0
360,세종,재활용 가능자원 분리배출,고철류,소계,472.0,472.0,0.0,0.0,0.0
361,세종,재활용 가능자원 분리배출,금속캔,소계,806.3,806.3,0.0,0.0,0.0
362,세종,재활용 가능자원 분리배출,폐합성수지류,비닐류,3471.5,3471.5,0.0,0.0,0.0
363,세종,재활용 가능자원 분리배출,폐합성수지류,발포수지류,463.5,463.5,0.0,0.0,0.0
364,세종,재활용 가능자원 분리배출,폐합성수지류,PET병,1133.0,1133.0,0.0,0.0,0.0
365,세종,재활용 가능자원 분리배출,폐합성수지류,기타,4428.6,4428.6,0.0,0.0,0.0
366,세종,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
367,세종,재활용 가능자원 분리배출,폐유리병류,소계,1347.2,1347.2,0.0,0.0,0.0
368,세종,재활용 가능자원 분리배출,폐의류,소계,1266.8,1266.8,0.0,0.0,0.0
369,세종,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
370,세종,재활용 가능자원 분리배출,조명폐기물,조명폐기물,80.0,80.0,0.0,0.0,0.0
371,세종,재활용 가능자원 분리배출,폐전지류,소계,45.0,45.0,0.0,0.0,0.0
372,세종,재활용 가능자원 분리배출,영농폐기물,농약용기류,20.0,20.0,0.0,0.0,0.0
373,세종,재활용 가능자원 분리배출,영농폐기물,폐비닐,556.0,556.0,0.0,0.0,0.0
374,세종,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
375,세종,재활용 가능자원 분리배출,폐전기전자제품,소계,658.9,658.9,0.0,0.0,0.0
376,세종,재활용 가능자원 분리배출,폐가구류,소계,0.0,0.0,0.0,0.0,0.0
377,세종,재활용 가능자원 분리배출,기타,소계,106.6,106.6,0.0,0.0,0.0
378,세종,재활용 가능자원 분리배출,재활용 잔재물,소계,946.0,0.0,946.0,0.0,0.0
379,세종,음식물류 폐기물 분리배출,소계,소계,16087.6,16087.6,0.0,0.0,0.0
380,경기,합계,소계,소계,4040482.5,2293304.8,1378254.8,355531.5,13391.4
381,경기,종량제방식 등 혼합배출,소계,소계,1942369.9,253256.6,1326631.5,349122.4,13359.4
382,경기,종량제방식 등 혼합배출,가연성,소계,1702865.9,209629.5,1208349.3,284887.1,0.0
383,경기,종량제방식 등 혼합배출,가연성,폐지류,412249.7,26099.5,314380.0,71770.2,0.0
384,경기,종량제방식 등 혼합배출,가연성,폐합성수지류,452322.5,61670.4,300812.8,89839.3,0.0
385,경기,종량제방식 등 혼합배출,가연성,폐고무류,43774.3,1292.8,38351.3,4130.2,0.0
386,경기,종량제방식 등 혼합배출,가연성,폐섬유류,121167.4,5154.3,96244.4,19768.7,0.0
387,경기,종량제방식 등 혼합배출,가연성,음식물류 폐기물,138502.2,5937.5,115452.1,17112.6,0.0
388,경기,종량제방식 등 혼합배출,가연성,폐목재류,137770.0,65097.3,65311.0,7361.7,0.0
389,경기,종량제방식 등 혼합배출,가연성,기타,397079.8,44377.7,277797.7,74904.4,0.0
390,경기,종량제방식 등 혼합배출,불연성,소계,193958.4,25691.2,103662.1,55386.8,9218.3
391,경기,종량제방식 등 혼합배출,불연성,폐금속류,41008.3,4711.3,30036.4,5837.6,423.0
392,경기,종량제방식 등 혼합배출,불연성,폐유리류,48440.8,567.6,35413.7,12277.5,182.0
393,경기,종량제방식 등 혼합배출,불연성,폐토사류,20386.4,6951.4,6666.3,4288.7,2480.0
394,경기,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,5615.5,3018.5,1837.3,243.4,516.3
395,경기,종량제방식 등 혼합배출,불연성,연탄재,7956.9,1499.2,1873.8,4583.9,0.0
396,경기,종량제방식 등 혼합배출,불연성,기타,70550.5,8943.2,27834.6,28155.7,5617.0
397,경기,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),24143.5,17935.9,0.0,4807.5,1400.1
398,경기,종량제방식 등 혼합배출,기타(배출불명등),소계,21402.1,0.0,14620.1,4041.0,2741.0
399,경기,재활용 가능자원 분리배출,소계,소계,1054383.3,996350.9,51623.3,6409.1,0.0
400,경기,재활용 가능자원 분리배출,폐지류,종이팩,1688.3,1688.3,0.0,0.0,0.0
401,경기,재활용 가능자원 분리배출,폐지류,기타,330240.1,330240.1,0.0,0.0,0.0
402,경기,재활용 가능자원 분리배출,고철류,소계,24465.0,24465.0,0.0,0.0,0.0
403,경기,재활용 가능자원 분리배출,금속캔,소계,25569.0,25569.0,0.0,0.0,0.0
404,경기,재활용 가능자원 분리배출,폐합성수지류,비닐류,119284.4,119284.4,0.0,0.0,0.0
405,경기,재활용 가능자원 분리배출,폐합성수지류,발포수지류,17657.5,17657.5,0.0,0.0,0.0
406,경기,재활용 가능자원 분리배출,폐합성수지류,PET병,46770.3,46770.3,0.0,0.0,0.0
407,경기,재활용 가능자원 분리배출,폐합성수지류,기타,153051.8,153051.8,0.0,0.0,0.0
408,경기,재활용 가능자원 분리배출,폐고무류,소계,75.0,75.0,0.0,0.0,0.0
409,경기,재활용 가능자원 분리배출,폐유리병류,소계,75023.8,75023.8,0.0,0.0,0.0
410,경기,재활용 가능자원 분리배출,폐의류,소계,35089.1,35089.1,0.0,0.0,0.0
411,경기,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
412,경기,재활용 가능자원 분리배출,조명폐기물,조명폐기물,1426.6,1426.6,0.0,0.0,0.0
413,경기,재활용 가능자원 분리배출,폐전지류,소계,1677.8,1677.8,0.0,0.0,0.0
414,경기,재활용 가능자원 분리배출,영농폐기물,농약용기류,151.1,151.1,0.0,0.0,0.0
415,경기,재활용 가능자원 분리배출,영농폐기물,폐비닐,16576.7,16576.7,0.0,0.0,0.0
416,경기,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
417,경기,재활용 가능자원 분리배출,폐전기전자제품,소계,18994.2,18994.2,0.0,0.0,0.0
418,경기,재활용 가능자원 분리배출,폐가구류,소계,53898.9,53898.9,0.0,0.0,0.0
419,경기,재활용 가능자원 분리배출,기타,소계,27622.3,27622.3,0.0,0.0,0.0
420,경기,재활용 가능자원 분리배출,재활용 잔재물,소계,105121.4,47089.0,51623.3,6409.1,0.0
421,경기,음식물류 폐기물 분리배출,소계,소계,1043729.3,1043697.3,0.0,0.0,32.0
422,강원,합계,소계,소계,638462.5,275781.9,170365.6,192315.0,0.0
423,강원,종량제방식 등 혼합배출,소계,소계,379086.9,52296.6,149496.6,177293.7,0.0
424,강원,종량제방식 등 혼합배출,가연성,소계,331993.8,49254.1,137187.8,145551.9,0.0
425,강원,종량제방식 등 혼합배출,가연성,폐지류,102523.8,11353.6,43646.4,47523.8,0.0
426,강원,종량제방식 등 혼합배출,가연성,폐합성수지류,97350.3,22587.0,36420.1,38343.2,0.0
427,강원,종량제방식 등 혼합배출,가연성,폐고무류,4674.2,861.2,1489.5,2323.5,0.0
428,강원,종량제방식 등 혼합배출,가연성,폐섬유류,17111.9,2008.1,8682.3,6421.5,0.0
429,강원,종량제방식 등 혼합배출,가연성,음식물류 폐기물,18107.1,1364.3,8239.5,8503.3,0.0
430,강원,종량제방식 등 혼합배출,가연성,폐목재류,10398.6,2888.2,3838.0,3672.4,0.0
431,강원,종량제방식 등 혼합배출,가연성,기타,81827.9,8191.7,34872.0,38764.2,0.0
432,강원,종량제방식 등 혼합배출,불연성,소계,44509.6,3036.6,12308.8,29164.2,0.0
433,강원,종량제방식 등 혼합배출,불연성,폐금속류,7198.6,434.5,3640.2,3123.9,0.0
434,강원,종량제방식 등 혼합배출,불연성,폐유리류,10055.2,254.4,4860.6,4940.2,0.0
435,강원,종량제방식 등 혼합배출,불연성,폐토사류,2017.6,75.8,801.9,1139.9,0.0
436,강원,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,964.7,32.7,312.3,619.7,0.0
437,강원,종량제방식 등 혼합배출,불연성,연탄재,11436.8,2170.4,766.6,8499.8,0.0
438,강원,종량제방식 등 혼합배출,불연성,기타,12836.7,68.8,1927.2,10840.7,0.0
439,강원,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),2577.6,0.0,0.0,2577.6,0.0
440,강원,종량제방식 등 혼합배출,기타(배출불명등),소계,5.9,5.9,0.0,0.0,0.0
441,강원,재활용 가능자원 분리배출,소계,소계,107752.8,86640.4,10661.8,10450.6,0.0
442,강원,재활용 가능자원 분리배출,폐지류,종이팩,195.7,195.7,0.0,0.0,0.0
443,강원,재활용 가능자원 분리배출,폐지류,기타,23891.6,23891.6,0.0,0.0,0.0
444,강원,재활용 가능자원 분리배출,고철류,소계,2082.7,2082.7,0.0,0.0,0.0
445,강원,재활용 가능자원 분리배출,금속캔,소계,2233.3,2233.3,0.0,0.0,0.0
446,강원,재활용 가능자원 분리배출,폐합성수지류,비닐류,4888.7,4888.7,0.0,0.0,0.0
447,강원,재활용 가능자원 분리배출,폐합성수지류,발포수지류,876.4,876.4,0.0,0.0,0.0
448,강원,재활용 가능자원 분리배출,폐합성수지류,PET병,6181.0,6181.0,0.0,0.0,0.0
449,강원,재활용 가능자원 분리배출,폐합성수지류,기타,5275.4,5275.4,0.0,0.0,0.0
450,강원,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
451,강원,재활용 가능자원 분리배출,폐유리병류,소계,7104.2,7104.2,0.0,0.0,0.0
452,강원,재활용 가능자원 분리배출,폐의류,소계,3123.0,3123.0,0.0,0.0,0.0
453,강원,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
454,강원,재활용 가능자원 분리배출,조명폐기물,조명폐기물,69.7,69.7,0.0,0.0,0.0
455,강원,재활용 가능자원 분리배출,폐전지류,소계,74.1,74.1,0.0,0.0,0.0
456,강원,재활용 가능자원 분리배출,영농폐기물,농약용기류,259.3,259.3,0.0,0.0,0.0
457,강원,재활용 가능자원 분리배출,영농폐기물,폐비닐,22393.7,22393.7,0.0,0.0,0.0
458,강원,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
459,강원,재활용 가능자원 분리배출,폐전기전자제품,소계,2324.1,2324.1,0.0,0.0,0.0
460,강원,재활용 가능자원 분리배출,폐가구류,소계,3512.4,3512.4,0.0,0.0,0.0
461,강원,재활용 가능자원 분리배출,기타,소계,1491.8,1491.8,0.0,0.0,0.0
462,강원,재활용 가능자원 분리배출,재활용 잔재물,소계,21775.7,663.3,10661.8,10450.6,0.0
463,강원,음식물류 폐기물 분리배출,소계,소계,151622.8,136844.9,10207.2,4570.7,0.0
464,충북,합계,소계,소계,622929.5,260638.5,275057.3,86174.7,1059.0
465,충북,종량제방식 등 혼합배출,소계,소계,355360.0,6771.9,268041.1,80320.3,226.7
466,충북,종량제방식 등 혼합배출,가연성,소계,284947.5,3276.4,252070.8,29373.6,226.7
467,충북,종량제방식 등 혼합배출,가연성,폐지류,82292.0,0.0,73337.0,8955.0,0.0
468,충북,종량제방식 등 혼합배출,가연성,폐합성수지류,77625.2,847.5,67783.2,8994.5,0.0
469,충북,종량제방식 등 혼합배출,가연성,폐고무류,4432.6,0.0,3650.6,782.0,0.0
470,충북,종량제방식 등 혼합배출,가연성,폐섬유류,13172.9,0.0,9932.3,3240.6,0.0
471,충북,종량제방식 등 혼합배출,가연성,음식물류 폐기물,30763.6,0.0,28495.2,2268.4,0.0
472,충북,종량제방식 등 혼합배출,가연성,폐목재류,10351.6,2428.9,5985.2,1710.8,226.7
473,충북,종량제방식 등 혼합배출,가연성,기타,66309.6,0.0,62887.3,3422.3,0.0
474,충북,종량제방식 등 혼합배출,불연성,소계,66671.2,3495.5,15667.3,47508.4,0.0
475,충북,종량제방식 등 혼합배출,불연성,폐금속류,6477.5,0.0,3979.2,2498.3,0.0
476,충북,종량제방식 등 혼합배출,불연성,폐유리류,10256.2,0.0,6677.8,3578.4,0.0
477,충북,종량제방식 등 혼합배출,불연성,폐토사류,2990.1,0.0,467.1,2523.0,0.0
478,충북,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,18381.3,0.0,226.3,18155.0,0.0
479,충북,종량제방식 등 혼합배출,불연성,연탄재,5674.2,3495.5,1019.9,1158.8,0.0
480,충북,종량제방식 등 혼합배출,불연성,기타,22891.9,0.0,3297.0,19594.9,0.0
481,충북,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),3278.3,0.0,0.0,3278.3,0.0
482,충북,종량제방식 등 혼합배출,기타(배출불명등),소계,463.0,0.0,303.0,160.0,0.0
483,충북,재활용 가능자원 분리배출,소계,소계,121802.4,119427.0,35.1,2161.4,178.9
484,충북,재활용 가능자원 분리배출,폐지류,종이팩,3525.9,3525.9,0.0,0.0,0.0
485,충북,재활용 가능자원 분리배출,폐지류,기타,37786.6,37786.6,0.0,0.0,0.0
486,충북,재활용 가능자원 분리배출,고철류,소계,2694.2,2694.2,0.0,0.0,0.0
487,충북,재활용 가능자원 분리배출,금속캔,소계,3296.1,3296.1,0.0,0.0,0.0
488,충북,재활용 가능자원 분리배출,폐합성수지류,비닐류,4329.6,4329.6,0.0,0.0,0.0
489,충북,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1454.5,1454.5,0.0,0.0,0.0
490,충북,재활용 가능자원 분리배출,폐합성수지류,PET병,6435.7,6435.7,0.0,0.0,0.0
491,충북,재활용 가능자원 분리배출,폐합성수지류,기타,12656.2,12656.2,0.0,0.0,0.0
492,충북,재활용 가능자원 분리배출,폐고무류,소계,0.0,0.0,0.0,0.0,0.0
493,충북,재활용 가능자원 분리배출,폐유리병류,소계,6798.0,6798.0,0.0,0.0,0.0
494,충북,재활용 가능자원 분리배출,폐의류,소계,3843.2,3843.2,0.0,0.0,0.0
495,충북,재활용 가능자원 분리배출,폐섬유류,소계,0.0,0.0,0.0,0.0,0.0
496,충북,재활용 가능자원 분리배출,조명폐기물,조명폐기물,73.4,73.4,0.0,0.0,0.0
497,충북,재활용 가능자원 분리배출,폐전지류,소계,63.4,63.4,0.0,0.0,0.0
498,충북,재활용 가능자원 분리배출,영농폐기물,농약용기류,303.3,303.3,0.0,0.0,0.0
499,충북,재활용 가능자원 분리배출,영농폐기물,폐비닐,19501.8,19501.8,0.0,0.0,0.0
500,충북,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
501,충북,재활용 가능자원 분리배출,폐전기전자제품,소계,1607.9,1607.9,0.0,0.0,0.0
502,충북,재활용 가능자원 분리배출,폐가구류,소계,514.9,514.9,0.0,0.0,0.0
503,충북,재활용 가능자원 분리배출,기타,소계,1189.6,1189.6,0.0,0.0,0.0
504,충북,재활용 가능자원 분리배출,재활용 잔재물,소계,15728.1,13352.7,35.1,2161.4,178.9
505,충북,음식물류 폐기물 분리배출,소계,소계,145767.1,134439.6,6981.1,3693.0,653.4
506,충남,합계,소계,소계,774638.5,291032.3,375102.6,106363.0,2140.6
507,충남,종량제방식 등 혼합배출,소계,소계,471247.4,2996.3,363386.1,104865.0,0.0
508,충남,종량제방식 등 혼합배출,가연성,소계,403228.9,376.4,334726.1,68126.4,0.0
509,충남,종량제방식 등 혼합배출,가연성,폐지류,110524.2,0.0,99181.5,11342.7,0.0
510,충남,종량제방식 등 혼합배출,가연성,폐합성수지류,106085.4,0.0,85012.7,21072.7,0.0
511,충남,종량제방식 등 혼합배출,가연성,폐고무류,11073.3,0.0,7419.7,3653.6,0.0
512,충남,종량제방식 등 혼합배출,가연성,폐섬유류,33030.4,0.0,28241.4,4789.0,0.0
513,충남,종량제방식 등 혼합배출,가연성,음식물류 폐기물,40402.8,0.0,31916.7,8486.1,0.0
514,충남,종량제방식 등 혼합배출,가연성,폐목재류,24434.4,376.4,21226.0,2832.0,0.0
515,충남,종량제방식 등 혼합배출,가연성,기타,77678.4,0.0,61728.1,15950.3,0.0
516,충남,종량제방식 등 혼합배출,불연성,소계,61212.0,0.0,25194.4,36017.6,0.0
517,충남,종량제방식 등 혼합배출,불연성,폐금속류,14434.7,0.0,9684.1,4750.6,0.0
518,충남,종량제방식 등 혼합배출,불연성,폐유리류,22349.9,0.0,9389.7,12960.2,0.0
519,충남,종량제방식 등 혼합배출,불연성,폐토사류,9604.1,0.0,2389.6,7214.5,0.0
520,충남,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,3123.1,0.0,936.7,2186.4,0.0
521,충남,종량제방식 등 혼합배출,불연성,연탄재,3102.4,0.0,914.6,2187.8,0.0
522,충남,종량제방식 등 혼합배출,불연성,기타,8597.8,0.0,1879.7,6718.1,0.0
523,충남,종량제방식 등 혼합배출,건설폐재류,건설폐재류(공사장생활폐기물),4402.3,2619.9,1417.4,365.0,0.0
524,충남,종량제방식 등 혼합배출,기타(배출불명등),소계,2404.2,0.0,2048.2,356.0,0.0
525,충남,재활용 가능자원 분리배출,소계,소계,120799.3,107681.4,11619.5,1498.0,0.4
526,충남,재활용 가능자원 분리배출,폐지류,종이팩,478.7,478.7,0.0,0.0,0.0
527,충남,재활용 가능자원 분리배출,폐지류,기타,31734.4,31734.4,0.0,0.0,0.0
528,충남,재활용 가능자원 분리배출,고철류,소계,7064.2,7064.2,0.0,0.0,0.0
529,충남,재활용 가능자원 분리배출,금속캔,소계,3015.9,3015.9,0.0,0.0,0.0
530,충남,재활용 가능자원 분리배출,폐합성수지류,비닐류,2624.4,2624.4,0.0,0.0,0.0
531,충남,재활용 가능자원 분리배출,폐합성수지류,발포수지류,1973.7,1973.7,0.0,0.0,0.0
532,충남,재활용 가능자원 분리배출,폐합성수지류,PET병,4814.3,4814.3,0.0,0.0,0.0
533,충남,재활용 가능자원 분리배출,폐합성수지류,기타,12185.9,12185.9,0.0,0.0,0.0
534,충남,재활용 가능자원 분리배출,폐고무류,소계,27.8,27.8,0.0,0.0,0.0
535,충남,재활용 가능자원 분리배출,폐유리병류,소계,6731.5,6731.5,0.0,0.0,0.0
536,충남,재활용 가능자원 분리배출,폐의류,소계,2121.4,2121.4,0.0,0.0,0.0
537,충남,재활용 가능자원 분리배출,폐섬유류,소계,29.6,29.6,0.0,0.0,0.0
538,충남,재활용 가능자원 분리배출,조명폐기물,조명폐기물,197.7,197.7,0.0,0.0,0.0
539,충남,재활용 가능자원 분리배출,폐전지류,소계,147.5,147.5,0.0,0.0,0.0
540,충남,재활용 가능자원 분리배출,영농폐기물,농약용기류,834.8,834.8,0.0,0.0,0.0
541,충남,재활용 가능자원 분리배출,영농폐기물,폐비닐,18246.7,18246.7,0.0,0.0,0.0
542,충남,재활용 가능자원 분리배출,폐식용유,소계,0.0,0.0,0.0,0.0,0.0
543,충남,재활용 가능자원 분리배출,폐전기전자제품,소계,3558.3,3558.3,0.0,0.0,0.0
544,충남,재활용 가능자원 분리배출,폐가구류,소계,300.0,300.0,0.0,0.0,0.0
545,충남,재활용 가능자원 분리배출,기타,소계,601.1,601.0,0.0,0.0,0.1
